toraid;tora_prefLabel;tora_altLabel;parish;hundred;tora_province;note;tora_note;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;tora_coordinate_accuracy;tora_source;tora_source_url;toraid_url
4735;Vikstorp;Vikenstorp, Västanå;Brunneby;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6491005.4961;516911.3328;58.5592;15.2906;middle;D8:138, Norrby:15;https://sok.riksarkivet.se/bildvisning/R0000165_00079, https://sok.riksarkivet.se/bildvisning/R0000509_00009;https://sok.riksarkivet.se/topografi/4735
4736;Brunneby;;Brunneby;Bobergs h:d;Östergötland;;Även på Norrby:10, dock utriven akt;6488974.7714;519029.1941;58.5409;15.3269;high;D8:126-127;https://sok.riksarkivet.se/bildvisning/R0000165_00074;https://sok.riksarkivet.se/topografi/4736
4737;Bäckeby;;Brunneby;Bobergs h:d;Östergötland;På HK, missing på TK, + Norrby:11 (utriven);Även på Norrby:11 (dock utriven);6488189.4628;518981.3373;58.5338;15.326;high;D8:126-127;https://sok.riksarkivet.se/bildvisning/R0000165_00074;https://sok.riksarkivet.se/topografi/4737
4738;Alorp;;Brunneby;Bobergs h:d;Östergötland;Stora Alorp på TK/HK - ev Lilla Alorp söder,+N:?;Stora Alorp finns på TK- och HK. Lilla Alorp något söder om. Finns även i Norrby, dock;6494801.2855;521420.4812;58.5931;15.3685;high;D8:126-127;https://sok.riksarkivet.se/bildvisning/R0000165_00074;https://sok.riksarkivet.se/topografi/4738
4739;Kolstorp;;Brunneby;Bobergs h:d;Östergötland;;Även i Norrby, utriven akt;6491957.2587;521458.7474;58.5675;15.3689;high;D8:128;https://sok.riksarkivet.se/bildvisning/R0000165_00075;https://sok.riksarkivet.se/topografi/4739
4740;Hjässa;;Brunneby;Bobergs h:d;Östergötland;;Även i Norrby, utriven akt;6492930.7264;521368.6868;58.5763;15.3674;high;D8:128;https://sok.riksarkivet.se/bildvisning/R0000165_00075;https://sok.riksarkivet.se/topografi/4740
4741;Kärr;;Brunneby;Bobergs h:d;Östergötland;;;6489958.6297;518037.7256;58.5497;15.3099;high;D8:130-131;https://sok.riksarkivet.se/bildvisning/R0000165_00076;https://sok.riksarkivet.se/topografi/4741
4742;Visselmyra;;Brunneby;Bobergs h:d;Östergötland;;;6489761.3639;518141.3441;58.548;15.3117;high;D8:130-131;https://sok.riksarkivet.se/bildvisning/R0000165_00076;https://sok.riksarkivet.se/topografi/4742
4743;Kårgården;;Brunneby;Bobergs h:d;Östergötland;på TK något mer norr, finns på HK + N:?;Även i Norrby, utriven akt. På TK något mer norr.;6489800.7452;518291.6254;58.5483;15.3143;high;D8:130-131;https://sok.riksarkivet.se/bildvisning/R0000165_00076;https://sok.riksarkivet.se/topografi/4743
4744;Hyttan;;Brunneby;Bobergs h:d;Östergötland;Även i Norrby, dock utriven akt. Hemmanet är beläget avsides från byn. Ingen hemmansymbol på kartan, + N:?;;6489419.9742;518347.5786;58.5449;15.3152;high;D8:130-131;https://sok.riksarkivet.se/bildvisning/R0000165_00076;https://sok.riksarkivet.se/topografi/4744
4745;Klakorp;;Brunneby;Bobergs h:d;Östergötland;Någon av Norrby:1-4 av de utrivna), HK, samt 1709;Även i Norrby, någon av akterna 1-4 (utrivna).Finns på HK, samt karta från 1709;6491521.1025;516398.532;58.5638;15.2819;high;D8:135-136;https://sok.riksarkivet.se/bildvisning/R0000165_00078;https://sok.riksarkivet.se/topografi/4745
4746;Ulfshem;;Brunneby;Bobergs h:d;Östergötland;På HK, missing på TK, + Norrby:? (utriven);Även i Norrby, utriven akt. FInns på HK, Ej TK.;6491212.3560;517750.4681;58.561;15.3051;high;D8:135-136;https://sok.riksarkivet.se/bildvisning/R0000165_00078;https://sok.riksarkivet.se/topografi/4746
4747;Griskulla;;Brunneby;Bobergs h:d;Östergötland;;;6489243.7038;518601.3916;58.5433;15.3196;high;D8:130-131;https://sok.riksarkivet.se/bildvisning/R0000165_00076;https://sok.riksarkivet.se/topografi/4747
4748;Mörby;;Klockrike;Bobergs h:d;Östergötland;Tomt på HK, utan beby. idag sydöst + N:21 + LMS:?;Finns en tomt på HK utan bebyggelse. På TK beläget något mer sydöst.;6488478.9853;520918.1707;58.5363;15.3593;high;Norrby:21, D8:124, Sockenpärmar:23;https://sok.riksarkivet.se/bildvisning/R0000509_00012, https://sok.riksarkivet.se/bildvisning/R0000165_00073, https://sok.riksarkivet.se/bildvisning/R0000188_00037;https://sok.riksarkivet.se/topografi/4748
4749;Hassla;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6487856.9599;520599.2403;58.5308;15.3537;high;D8:122-123, Norrby:22-23;https://sok.riksarkivet.se/bildvisning/R0000165_00072, https://sok.riksarkivet.se/bildvisning/R0000509_00013;https://sok.riksarkivet.se/topografi/4749
4750;Valstad;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6487720.8095;519818.1203;58.5296;15.3403;high;D8:121, Norrby:24;https://sok.riksarkivet.se/bildvisning/R0000165_00071, https://sok.riksarkivet.se/bildvisning/R0000509_00014;https://sok.riksarkivet.se/topografi/4750
4751;Löparehem;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6485783.7042;518325.5971;58.5122;15.3145;high;D18:31, Norrby:29, D8:117;https://sok.riksarkivet.se/bildvisning/90003012_00095, https://sok.riksarkivet.se/bildvisning/R0000509_00014, https://sok.riksarkivet.se/bildvisning/R0000165_00068;https://sok.riksarkivet.se/topografi/4751
4752;Lilla Berga;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6481428.4582;519795.0109;58.4731;15.3394;high;D8:113, Norrby:30-31;https://sok.riksarkivet.se/bildvisning/R0000165_00065, https://sok.riksarkivet.se/bildvisning/R0000509_00016;https://sok.riksarkivet.se/topografi/4752
4753;Stenkulla;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6485497.5770;518840.9033;58.5096;15.3234;high;D8:120, Norrby:32;https://sok.riksarkivet.se/bildvisning/R0000165_00071, https://sok.riksarkivet.se/bildvisning/R0000509_00017;https://sok.riksarkivet.se/topografi/4753
4754;Tröstorp;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6486853.4021;519252.2594;58.5218;15.3305;high;Norrby:33, D8:109;https://sok.riksarkivet.se/bildvisning/R0000509_00017, https://sok.riksarkivet.se/bildvisning/R0000165_00063;https://sok.riksarkivet.se/topografi/4754
4755;Gisslorp;Gislarp, Gistorp;Klockrike;Bobergs h:d;Östergötland;;;6485997.5801;519477.5593;58.5141;15.3343;high;Norrby:34-35, D8:118-119;https://sok.riksarkivet.se/bildvisning/R0000509_00018, https://sok.riksarkivet.se/bildvisning/R0000165_00070;https://sok.riksarkivet.se/topografi/4755
4756;Täktö;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6484651.6955;520540.6712;58.502;15.3525;high;D8:104, Norrby:36;https://sok.riksarkivet.se/bildvisning/R0000165_00060, https://sok.riksarkivet.se/bildvisning/R0000509_00019;https://sok.riksarkivet.se/topografi/4756
4757;Tororp;Andra Tolorp;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6483743.0440;519835.4382;58.4938;15.3403;high;D8:105, Norrby:41;https://sok.riksarkivet.se/bildvisning/R0000165_00060, https://sok.riksarkivet.se/bildvisning/R0000509_00021;https://sok.riksarkivet.se/topografi/4757
4758;Tororp;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6483837.7799;519546.5981;58.4947;15.3353;high;D8:105, Norrby:41;https://sok.riksarkivet.se/bildvisning/R0000165_00060, https://sok.riksarkivet.se/bildvisning/R0000509_00021;https://sok.riksarkivet.se/topografi/4758
4759;Brickstad;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6479649.6121;520625.6244;58.457;15.3535;high;D8:110-111, Norrby:42-43, D18:30;https://sok.riksarkivet.se/bildvisning/R0000165_00064, https://sok.riksarkivet.se/bildvisning/R0000509_00022, https://sok.riksarkivet.se/bildvisning/90003012_00092;https://sok.riksarkivet.se/topografi/4759
4760;Ekerum;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6485933.3299;520072.7329;58.5135;15.3445;high;Norrby:44, D8:112;https://sok.riksarkivet.se/bildvisning/R0000509_00023, https://sok.riksarkivet.se/bildvisning/R0000165_00065;https://sok.riksarkivet.se/topografi/4760
4761;Stora Berga;;Klockrike;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6482308.4245;519869.026;58.481;15.3407;high;D18:31, D8:114-115;https://sok.riksarkivet.se/bildvisning/90003012_00095, https://sok.riksarkivet.se/bildvisning/R0000165_00066;https://sok.riksarkivet.se/topografi/4761
4762;Håckla;;Klockrike;Bobergs h:d;Östergötland;;;6482222.2797;521951.0792;58.4801;15.3764;high;D8:106-107;https://sok.riksarkivet.se/bildvisning/R0000165_00062;https://sok.riksarkivet.se/topografi/4762
4763;Kulhemmet;Karlsfrid;Klockrike;Bobergs h:d;Östergötland;;;6485125.6126;517764.2156;58.5063;15.3048;high;D8:117;https://sok.riksarkivet.se/bildvisning/R0000165_00068;https://sok.riksarkivet.se/topografi/4763
4764;Fågelkulla;Fuglehult;Klockrike;Bobergs h:d;Östergötland;;;6485407.4006;519203.6882;58.5088;15.3296;high;D8:120;https://sok.riksarkivet.se/bildvisning/R0000165_00071;https://sok.riksarkivet.se/topografi/4764
4765;Klockrike;;Klockrike;Bobergs h:d;Östergötland;;;6484456.1891;519534.8754;58.5003;15.3352;high;D8:108;https://sok.riksarkivet.se/bildvisning/R0000165_00063;https://sok.riksarkivet.se/topografi/4765
4766;Tiufuemåßen;;Klockrike;Bobergs h:d;Östergötland;"Möjl. samma äng - """"Sätran"""" k. över Klockrike 1786";;6484067.4996;519016.0058;58.4968;15.3262;low;Norrby:6;https://sok.riksarkivet.se/bildvisning/R0000509_00007;https://sok.riksarkivet.se/topografi/4766
4767;Hanorp;;Klockrike;Bobergs h:d;Östergötland;;;6482827.1651;519356.996;58.4856;15.332;high;D18:31, D8:116;https://sok.riksarkivet.se/bildvisning/90003012_00095, https://sok.riksarkivet.se/bildvisning/R0000165_00068;https://sok.riksarkivet.se/topografi/4767
4768;Karstorp;;Klockrike;Bobergs h:d;Östergötland;;;6480734.7793;521735.1546;58.4667;15.3726;high;D18:61, D8:102-103;https://sok.riksarkivet.se/bildvisning/90003012_00177, https://sok.riksarkivet.se/bildvisning/R0000165_00059;https://sok.riksarkivet.se/topografi/4768
4769;Tjärorp;;Klockrike;Bobergs h:d;Östergötland;;;6483088.0245;520852.2577;58.4879;15.3577;high;D18:31, D8:101;https://sok.riksarkivet.se/bildvisning/90003012_00095, https://sok.riksarkivet.se/bildvisning/R0000165_00058;https://sok.riksarkivet.se/topografi/4769
4770;Ättorpa;;Klockrike;Bobergs h:d;Östergötland;;Idag något norr;6481839.6169;518888.6549;58.4768;15.3239;high;D8:114-115;https://sok.riksarkivet.se/bildvisning/R0000165_00066;https://sok.riksarkivet.se/topografi/4770
4771;Munnerstorp;;Älvestad;Bobergs h:d;Östergötland;;;6479334.7211;518182.574;58.4543;15.3116;high;D8:22;https://sok.riksarkivet.se/bildvisning/R0000165_00020;https://sok.riksarkivet.se/topografi/4771
4772;Tägneby;Norra Tägneby, Lilla Tägneby;Älvestad;Bobergs h:d;Östergötland;;;6478691.1769;518512.2212;58.4485;15.3172;high;D18:22, D8:22;https://sok.riksarkivet.se/bildvisning/90003012_00069, https://sok.riksarkivet.se/bildvisning/R0000165_00020;https://sok.riksarkivet.se/topografi/4772
4773;Kölja;Karlshov;Älvestad;Bobergs h:d;Östergötland;I D18 fått nr 05830800015, och tidigare tora id 19628;;6480857.3953;518392.5622;58.468;15.3153;high;D18:21, D6:23-24;https://sok.riksarkivet.se/bildvisning/90003012_00066, https://sok.riksarkivet.se/bildvisning/R0000163_00017;https://sok.riksarkivet.se/topografi/4773
4774;Älvestad;;Älvestad;Bobergs h:d;Östergötland;;;6478275.5838;517410.635;58.4448;15.2983;high;D8:26;https://sok.riksarkivet.se/bildvisning/R0000165_00022;https://sok.riksarkivet.se/topografi/4774
4775;Amnada;;Älvestad;Bobergs h:d;Östergötland;;;6478064.2294;515890.3063;58.443;15.2722;high;D18:19, D8:27-28;https://sok.riksarkivet.se/bildvisning/90003012_00061, https://sok.riksarkivet.se/bildvisning/R0000165_00023;https://sok.riksarkivet.se/topografi/4775
4776;Örvad;;Älvestad;Bobergs h:d;Östergötland;tidigare tora id 19406;;6478443.2519;515522.5846;58.4464;15.2659;high;D12:24-25, D18:20, D8:27-28;https://sok.riksarkivet.se/bildvisning/90003006_00020, https://sok.riksarkivet.se/bildvisning/90003012_00063, https://sok.riksarkivet.se/bildvisning/R0000165_00023;https://sok.riksarkivet.se/topografi/4776
4777;Prästtorp;;Älvestad;Bobergs h:d;Östergötland;;;6478372.4951;516692.6709;58.4457;15.286;high;D8:27-28;https://sok.riksarkivet.se/bildvisning/R0000165_00023;https://sok.riksarkivet.se/topografi/4777
4778;Södra Tägneby;Stora Tägneby, Sörgården;Älvestad;Bobergs h:d;Östergötland;"Vid dagens """"Sörgården""""";;6477939.8550;518484.5193;58.4418;15.3166;high;D8:29, D18:22;https://sok.riksarkivet.se/bildvisning/R0000165_00024, https://sok.riksarkivet.se/bildvisning/90003012_00069;https://sok.riksarkivet.se/topografi/4778
4779;Borringe;;Älvestad;Bobergs h:d;Östergötland;;;6480619.3964;515597.7232;58.466;15.2674;high;D8:30;https://sok.riksarkivet.se/bildvisning/R0000165_00025;https://sok.riksarkivet.se/topografi/4779
4780;Hälleberga;;Älvestad;Bobergs h:d;Östergötland;;;6480296.3090;519468.5869;58.4629;15.3337;high;D8:31-32;https://sok.riksarkivet.se/bildvisning/R0000165_00026;https://sok.riksarkivet.se/topografi/4780
4781;Försjö;;Älvestad;Bobergs h:d;Östergötland;;;6479727.8118;515933.0468;58.4579;15.273;high;D8:33;https://sok.riksarkivet.se/bildvisning/R0000165_00027;https://sok.riksarkivet.se/topografi/4781
4782;Studsberg;;Älvestad;Bobergs h:d;Östergötland;;;6479579.4990;517425.4388;58.4565;15.2986;high;D8:25;https://sok.riksarkivet.se/bildvisning/R0000165_00022;https://sok.riksarkivet.se/topografi/4782
4783;Tornby;;Fornåsa;Bobergs h:d;Östergötland;;;6480787.5554;512218.5972;58.4676;15.2094;high;D8:34;https://sok.riksarkivet.se/bildvisning/R0000165_00028;https://sok.riksarkivet.se/topografi/4783
4784;Hageby;;Fornåsa;Bobergs h:d;Östergötland;;;6484989.4456;512537.3922;58.5053;15.2151;high;D8:35-36, D17:7;https://sok.riksarkivet.se/bildvisning/R0000165_00029, https://sok.riksarkivet.se/bildvisning/90003011_00020;https://sok.riksarkivet.se/topografi/4784
4785;Vänneberga;;Fornåsa;Bobergs h:d;Östergötland;på TK markerat något norr om;;6480332.1980;513636.7885;58.4634;15.2337;high;D8:37;https://sok.riksarkivet.se/bildvisning/R0000165_00030;https://sok.riksarkivet.se/topografi/4785
4786;Eketorp;;Fornåsa;Bobergs h:d;Östergötland;;;6483206.4405;516192.3146;58.4892;15.2777;high;D8:37;https://sok.riksarkivet.se/bildvisning/R0000165_00030;https://sok.riksarkivet.se/topografi/4786
4787;Fornåsa;;Fornåsa;Bobergs h:d;Östergötland;;;6482302.9793;513547.8702;58.4811;15.2323;high;D8:38;https://sok.riksarkivet.se/bildvisning/R0000165_00030;https://sok.riksarkivet.se/topografi/4787
4788;Hycklinge;;Fornåsa;Bobergs h:d;Östergötland;;;6483237.0138;513413.7867;58.4895;15.2301;high;D8:39-40;https://sok.riksarkivet.se/bildvisning/R0000165_00031;https://sok.riksarkivet.se/topografi/4788
4789;Östra Fornås;;Fornåsa;Bobergs h:d;Östergötland;;;6483013.9260;514664.8549;58.4875;15.2515;high;D8:41, D12:6-7;https://sok.riksarkivet.se/bildvisning/R0000165_00032, https://sok.riksarkivet.se/bildvisning/90003006_00008;https://sok.riksarkivet.se/topografi/4789
4790;Kommorp;;Fornåsa;Bobergs h:d;Östergötland;;Redovisas tillsammans med Östra Fornåsa;6482641.7458;514993.0224;58.4841;15.2571;high;D12:6-7, D8:41;https://sok.riksarkivet.se/bildvisning/90003006_00008, https://sok.riksarkivet.se/bildvisning/R0000165_00032;https://sok.riksarkivet.se/topografi/4790
4791;Äsplunda;;Fornåsa;Bobergs h:d;Östergötland;;;6482504.8076;512512.5484;58.483;15.2146;high;D18:29, D8:42;https://sok.riksarkivet.se/bildvisning/90003012_00088, https://sok.riksarkivet.se/bildvisning/R0000165_00032;https://sok.riksarkivet.se/topografi/4791
4792;Skrikstad;Skrecksta;Fornåsa;Bobergs h:d;Östergötland;;;6481767.6569;512006.8391;58.4764;15.2059;high;D8:43-44, D12:10-11;https://sok.riksarkivet.se/bildvisning/R0000165_00033, https://sok.riksarkivet.se/bildvisning/90003006_00010;https://sok.riksarkivet.se/topografi/4792
4793;Guldsmedshemmet;Norkullen;Fornåsa;Bobergs h:d;Östergötland;;;6482779.6670;509473.0212;58.4855;15.1625;high;D8:45;https://sok.riksarkivet.se/bildvisning/R0000165_00034;https://sok.riksarkivet.se/topografi/4793
4794;Hässelkullen;Hesslekullen, Häslekulla;Fornåsa;Bobergs h:d;Östergötland;;;6482116.2732;509503.5469;58.4796;15.163;high;D8:45;https://sok.riksarkivet.se/bildvisning/R0000165_00034;https://sok.riksarkivet.se/topografi/4794
4795;Trumslagarhem;Trummeslagnerhemmet;Fornåsa;Bobergs h:d;Östergötland;;Se karta från 1705 samt ISOF;6482249.6389;509069.1709;58.4808;15.1555;high;D8:45;https://sok.riksarkivet.se/bildvisning/R0000165_00034;https://sok.riksarkivet.se/topografi/4795
4796;Rå;;Fornåsa;Bobergs h:d;Östergötland;;;6484311.9082;511281.3989;58.4993;15.1936;high;D17:7, D8:35-36;https://sok.riksarkivet.se/bildvisning/90003011_00020, https://sok.riksarkivet.se/bildvisning/R0000165_00029;https://sok.riksarkivet.se/topografi/4796
4797;Lönsås;;Lönsås;Bobergs h:d;Östergötland;Tidigare id 05831000013 samt tora id 19630. Endast information från D8 är registrerad;;6484621.7297;513969.1041;58.502;15.2397;high;D18:23, Norrby:45, D8:46;https://sok.riksarkivet.se/bildvisning/90003012_00071, https://sok.riksarkivet.se/bildvisning/R0000509_00023, https://sok.riksarkivet.se/bildvisning/R0000165_00034;https://sok.riksarkivet.se/topografi/4797
4798;Bonnorp;;Lönsås;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6485142.6810;514047.5283;58.5066;15.2411;high;Norrby:50-51, D8:47-48, D18:24, D12:21;https://sok.riksarkivet.se/bildvisning/R0000509_00026, https://sok.riksarkivet.se/bildvisning/R0000165_00035, https://sok.riksarkivet.se/bildvisning/90003012_00074, https://sok.riksarkivet.se/bildvisning/90003006_00017;https://sok.riksarkivet.se/topografi/4798
4799;Skedevi;Skiäfwe;Lönsås;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6485739.6156;513474.851;58.512;15.2313;high;Norrby:50-51, D8:47-48, D12:21, D18:24;https://sok.riksarkivet.se/bildvisning/R0000509_00026, https://sok.riksarkivet.se/bildvisning/R0000165_00035, https://sok.riksarkivet.se/bildvisning/90003006_00017, https://sok.riksarkivet.se/bildvisning/90003012_00074;https://sok.riksarkivet.se/topografi/4799
4800;Snavlunda;;Lönsås;Bobergs h:d;Östergötland;Endast information från D8 är registrerad;;6485869.4782;514826.2582;58.5131;15.2545;high;Norrby:48, D8:49;https://sok.riksarkivet.se/bildvisning/R0000509_00025, https://sok.riksarkivet.se/bildvisning/R0000165_00036;https://sok.riksarkivet.se/topografi/4800
