id;kommentar_tora;kommentar;framförställt;namn;efterställt;kategori;kartvolym;källa_kartakt;källa_url;toraid;toraid_url;tora_bebyggelseenhet;socken;härad;landskap;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long
32259;;;;Skallebo ;ägior;bebyggelsenamn;D3;D3:140;;4846;https://sok.riksarkivet.se/topografi/4846;Iskallebol;Tjällmo;Bobergs h:d;Östergötland;6504801,613;519528,6426;58,683;15,3368
32260;;;;Åsta;;bebyggelsenamn;D3;D3:141;https://sok.riksarkivet.se/bildvisning/R0000160_00102;4848;https://sok.riksarkivet.se/topografi/4848;Åstad;Tjällmo;Bobergs h:d;Östergötland;6505200,6155;520371,3512;58,6865;15,3514
32261;;;;Spickz borgh;;bebyggelsenamn;D3;D3:143;;4849;https://sok.riksarkivet.se/topografi/4849;Spiksborg;Tjällmo;Bobergs h:d;Östergötland;6504695,1143;519847,5824;58,682;15,3423
32262;;;;Westermoßa engie hump ;;bebyggelsenamn;D3;D3:143;;4850;https://sok.riksarkivet.se/topografi/4850;Stora Holma;Tjällmo;Bobergs h:d;Östergötland;6506428,0522;519388,1199;58,6976;15,3345
32263;;;;Stoore Holma;;bebyggelsenamn;D3;D3:143;;4850;https://sok.riksarkivet.se/topografi/4850;Stora Holma;Tjällmo;Bobergs h:d;Östergötland;6506428,0522;519388,1199;58,6976;15,3345
32264;;;;Huult;;bebyggelsenamn;D3;D3:144;https://sok.riksarkivet.se/bildvisning/R0000160_00104;4904;https://sok.riksarkivet.se/topografi/4904;Hult;Tjällmo;Bobergs h:d;Östergötland;6508711,1121;518547,6955;58,7181;15,3202
32265;;;;Hidingztorpa ;ägior;bebyggelsenamn;D3;D3:144;https://sok.riksarkivet.se/bildvisning/R0000160_00104;;;;Tjällmo;Bråbo h:d;;;;;
32266;;;;Kloffstena;;bebyggelsenamn;D3;D3:146;https://sok.riksarkivet.se/bildvisning/R0000160_00105;4851;https://sok.riksarkivet.se/topografi/4851;Klovstena;Tjällmo;Bobergs h:d;Östergötland;6506995,1202;520284,4552;58,7026;15,3501
32267;;;;Hättorpa åhn;;naturnamn;D3;D3:146;https://sok.riksarkivet.se/bildvisning/R0000160_00105;4851;https://sok.riksarkivet.se/topografi/4851;Klovstena;Tjällmo;Bobergs h:d;Östergötland;6506995,1202;520284,4552;58,7026;15,3501
32268;;;;J<s>kallabolz ;ägior;bebyggelsenamn;D3;D3:146;https://sok.riksarkivet.se/bildvisning/R0000160_00105;;;;Tjällmo;Bråbo h:d;;;;;
32269;;;;Rothkia;;bebyggelsenamn;D3;D3:147;https://sok.riksarkivet.se/bildvisning/R0000160_00106;4852;https://sok.riksarkivet.se/topografi/4852;Råcka;Tjällmo;Bobergs h:d;Östergötland;6507930,4741;519641,8722;58,7111;15,339
32270;;;;Hinstorpa ;ägior ;bebyggelsenamn;D3;D3:147;https://sok.riksarkivet.se/bildvisning/R0000160_00106;;;;Tjällmo;Bråbo h:d;;;;;
32271;;;;Lille Yxhult;;bebyggelsenamn;D3;D3:150;https://sok.riksarkivet.se/bildvisning/R0000160_00108;4853;https://sok.riksarkivet.se/topografi/4853;Lilla Yxhult;Tjällmo;Bobergs h:d;Östergötland;6510378,4204;519671,0799;58,7331;15,3398
32272;;;;Markebo;;bebyggelsenamn;D3;D3:152;https://sok.riksarkivet.se/bildvisning/R0000160_00109;4854;https://sok.riksarkivet.se/topografi/4854;Norra Markebo;Tjällmo;Bobergs h:d;Östergötland;6507809,8883;517327,1677;58,7101;15,2991
32273;;;;Wilthurnan;;ägonamn;D3;D3:152;https://sok.riksarkivet.se/bildvisning/R0000160_00109;4854;https://sok.riksarkivet.se/topografi/4854;Norra Markebo;Tjällmo;Bobergs h:d;Östergötland;6507809,8883;517327,1677;58,7101;15,2991
32274;;;;Erffuestorp;;bebyggelsenamn;D3;D3:153;https://sok.riksarkivet.se/bildvisning/R0000160_00110;4855;https://sok.riksarkivet.se/topografi/4855;Ervestorp;Tjällmo;Bobergs h:d;Östergötland;6509272,0157;521878,1722;58,723;15,3778
32275;;;;Egelstorpa ;ägior;bebyggelsenamn;D3;D3:153;https://sok.riksarkivet.se/bildvisning/R0000160_00110;4855;https://sok.riksarkivet.se/topografi/4855;Ervestorp;Tjällmo;Bobergs h:d;Östergötland;6509272,0157;521878,1722;58,723;15,3778
32276;;;;Hidingztorp;;bebyggelsenamn;D3;D3:155;;4856;https://sok.riksarkivet.se/topografi/4856;Hindstorp;Tjällmo;Bobergs h:d;Östergötland;6507927,3774;519038,0159;58,7111;15,3286
32277;;;;Vnß ägior;;bebyggelsenamn;D3;D3:155;;;;;Tjällmo;Bråbo h:d;;;;;
32278;;;;Becketorp;;bebyggelsenamn;D3;D3:155;;4857;https://sok.riksarkivet.se/topografi/4857;Bäckfallet;Tjällmo;Bobergs h:d;Östergötland;6510753,4635;521372,7245;58,7363;15,3692
32279;;;;Hultz ;ägior;bebyggelsenamn;D3;D3:155;;;;;Tjällmo;Bråbo h:d;;;;;
32280;;;;Store Yxultz ;ägior;bebyggelsenamn;D3;D3:155;;;;;Tjällmo;Bråbo h:d;;;;;
32281;;;;Kopperfall;;bebyggelsenamn;D3;D3:156;https://sok.riksarkivet.se/bildvisning/R0000160_00112;4858;https://sok.riksarkivet.se/topografi/4858;Kopparfall;Tjällmo;Bobergs h:d;Östergötland;6510433,8214;520441,1317;58,7335;15,3531
32282;;;;Stoore Yxhult ;;bebyggelsenamn;D3;D3:158;https://sok.riksarkivet.se/bildvisning/R0000160_00113;4859;https://sok.riksarkivet.se/topografi/4859;Stora Yxhult;Tjällmo;Bobergs h:d;Östergötland;6509162,5562;519607,5416;58,7221;15,3386
32283;;;;Hänßtorpz ;ägior;bebyggelsenamn;D3;D3:158;https://sok.riksarkivet.se/bildvisning/R0000160_00113;;;;Tjällmo;Bråbo h:d;;;;;
32284;;;;Kiälmo kiyrkia;;bebyggelsenamn;D3;D3:159;https://sok.riksarkivet.se/bildvisning/R0000160_00114;4860;https://sok.riksarkivet.se/topografi/4860;Tjällmo;Tjällmo;Bobergs h:d;Östergötland;6508420,9598;520288,9952;58,7155;15,3503
32285;;;;Speett engien;;ägonamn;D3;D3:159;https://sok.riksarkivet.se/bildvisning/R0000160_00114;4860;https://sok.riksarkivet.se/topografi/4860;Tjällmo;Tjällmo;Bobergs h:d;Östergötland;6508420,9598;520288,9952;58,7155;15,3503
32286;;;;Bolletorpett;;ägonamn;D3;D3:159;https://sok.riksarkivet.se/bildvisning/R0000160_00114;4860;https://sok.riksarkivet.se/topografi/4860;Tjällmo;Tjällmo;Bobergs h:d;Östergötland;6508420,9598;520288,9952;58,7155;15,3503
32287;;;;Klockare gården;;bebyggelsenamn;D3;D3:159;https://sok.riksarkivet.se/bildvisning/R0000160_00114;4860;https://sok.riksarkivet.se/topografi/4860;Tjällmo;Tjällmo;Bobergs h:d;Östergötland;6508420,9598;520288,9952;58,7155;15,3503
32288;;;;Mäslekööp;;bebyggelsenamn;D3;D3:16;https://sok.riksarkivet.se/bildvisning/R0000160_00018;3631;https://sok.riksarkivet.se/topografi/3631;Mäselköp;Risinge;Bråbo h:d;Östergötland;6503424,423;540853,9403;58,6691;15,7044
32289;;;;Siö engien;;ägonamn;D3;D3:16;https://sok.riksarkivet.se/bildvisning/R0000160_00018;3631;https://sok.riksarkivet.se/topografi/3631;Mäselköp;Risinge;Bråbo h:d;Östergötland;6503424,423;540853,9403;58,6691;15,7044
32290;;;;Egelstorp;;bebyggelsenamn;D3;D3:161;https://sok.riksarkivet.se/bildvisning/R0000160_00115;4861;https://sok.riksarkivet.se/topografi/4861;Egelstorp;Tjällmo;Bobergs h:d;Östergötland;6508544,3642;521912,5601;58,7165;15,3783
32291;;;;Karstorp;;bebyggelsenamn;D3;D3:162;https://sok.riksarkivet.se/bildvisning/R0000160_00116;4862;https://sok.riksarkivet.se/topografi/4862;Karstorp;Tjällmo;Bobergs h:d;Östergötland;6508604,8847;523519,9547;58,7169;15,4061
32292;;;;Vnßtorpz; ägior;bebyggelsenamn;D3;D3:162;https://sok.riksarkivet.se/bildvisning/R0000160_00116;4862;https://sok.riksarkivet.se/topografi/4862;Karstorp;Tjällmo;Bobergs h:d;Östergötland;6508604,8847;523519,9547;58,7169;15,4061
32293;;;;Droßa;;bebyggelsenamn;D3;D3:164;https://sok.riksarkivet.se/bildvisning/R0000160_00117;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32294;;;;Kalffuemoßen;;naturnamn, ägonamn;D3;D3:164;https://sok.riksarkivet.se/bildvisning/R0000160_00117;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32295;;;i;Droßa siönn;;naturnamn;D3;D3:164;https://sok.riksarkivet.se/bildvisning/R0000160_00117;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32296;;;;Nyebro åhn;;naturnamn;D3;D3:164;https://sok.riksarkivet.se/bildvisning/R0000160_00117;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32297;;;;Önß ;ägior;bebyggelsenamn;D3;D3:165;;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32298;;;;Troßby ;ägior;bebyggelsenamn;D3;D3:165;;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32299;;;;Dråsa äng;;bebyggelsenamn;D3;D3:165;;4863;https://sok.riksarkivet.se/topografi/4863;Dråsa;Tjällmo;Bobergs h:d;Östergötland;6507877,3416;523839,1981;58,7104;15,4115
32300;;;;Mossa äng;;bebyggelsenamn;D3;D3:165;;4871;https://sok.riksarkivet.se/topografi/4871;Mossa;Tjällmo;Bobergs h:d;Östergötland;6508503,1248;524713,8243;58,716;15,4267
32301;;;;Lille Holmma ;;bebyggelsenamn;D3;D3:167;;4864;https://sok.riksarkivet.se/topografi/4864;Lilla Holma;Tjällmo;Bobergs h:d;Östergötland;6504835,5042;522389,0471;58,6831;15,3862
32302;;;i;Krijßbergh sochnn;;bebyggelsenamn;D3;D3:167;;;;;;Bråbo h:d;;;;;
32303;;;;Pärßtorp;;bebyggelsenamn;D3;D3:167;;4865;https://sok.riksarkivet.se/topografi/4865;Perstorp;Tjällmo;Bobergs h:d;Östergötland;6503725,0786;522114,3675;58,6732;15,3813
32304;;;;Vbbetorp;;bebyggelsenamn;D3;D3:168;https://sok.riksarkivet.se/bildvisning/R0000160_00120;4866;https://sok.riksarkivet.se/topografi/4866;Ubbetorp;Tjällmo;Bobergs h:d;Östergötland;6504629,0223;523779,8374;58,6812;15,4101
32305;;;;Tuffue kierrett;;naturnamn, ägonamn;D3;D3:168;https://sok.riksarkivet.se/bildvisning/R0000160_00120;4866;https://sok.riksarkivet.se/topografi/4866;Ubbetorp;Tjällmo;Bobergs h:d;Östergötland;6504629,0223;523779,8374;58,6812;15,4101
32306;;;;Östre engz åhn;;naturnamn;D3;D3:168;https://sok.riksarkivet.se/bildvisning/R0000160_00120;4866;https://sok.riksarkivet.se/topografi/4866;Ubbetorp;Tjällmo;Bobergs h:d;Östergötland;6504629,0223;523779,8374;58,6812;15,4101
32307;;;;Doffueren;;naturnamn;D3;D3:17;;;;;Risinge;Bråbo h:d;;;;;
32308;;;;Killingh öhn;;naturnamn, ägonamn;D3;D3:17;;3636;https://sok.riksarkivet.se/topografi/3636;Doverstorp;Risinge;Bråbo h:d;Östergötland;6501443,6727;547840,7896;58,6506;15,8244
32309;;;;Ale kier;;naturnamn, ägonamn;D3;D3:17;;3636;https://sok.riksarkivet.se/topografi/3636;Doverstorp;Risinge;Bråbo h:d;Östergötland;6501443,6727;547840,7896;58,6506;15,8244
32310;;;;Ale engien;;ägonamn;D3;D3:17;;3636;https://sok.riksarkivet.se/topografi/3636;Doverstorp;Risinge;Bråbo h:d;Östergötland;6501443,6727;547840,7896;58,6506;15,8244
32311;;;wedh ;Zattra;;bebyggelsenamn;D3;D3:17;;3636;https://sok.riksarkivet.se/topografi/3636;Doverstorp;Risinge;Bråbo h:d;Östergötland;6501443,6727;547840,7896;58,6506;15,8244
32312;;;;Doffuerstorp;;bebyggelsenamn;D3;D3:17;;3636;https://sok.riksarkivet.se/topografi/3636;Doverstorp;Risinge;Bråbo h:d;Östergötland;6501443,6727;547840,7896;58,6506;15,8244
32313;;;;Elßtorp;;bebyggelsenamn;D3;D3:17;;3635;https://sok.riksarkivet.se/topografi/3635;Eliantorp;Risinge;Bråbo h:d;Östergötland;6502113,2489;546758,2389;58,6568;15,8059
32314;;;;Falla;;bebyggelsenamn;D3;D3:17;;3634;https://sok.riksarkivet.se/topografi/3634;Falla;Risinge;Bråbo h:d;Östergötland;6504669,9583;542916,6386;58,6801;15,7402
32315;;;wedh ;Rößtorp;;bebyggelsenamn;D3;D3:17;;3634;https://sok.riksarkivet.se/topografi/3634;Falla;Risinge;Bråbo h:d;Östergötland;6504669,9583;542916,6386;58,6801;15,7402
32316;;;;Trosby;;bebyggelsenamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32317;;;;Frechne engien;;ägonamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32318;;;;Jnnelube engien;;ägonamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32319;;;;Nyebro engien;;bebyggelsenamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32320;;;;Frechne humpen;;ägonamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32321;;;;Nyiebro åhn;;naturnamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32322;;;;Trosby åhn;;naturnamn;D3;D3:170;https://sok.riksarkivet.se/bildvisning/R0000160_00121;4867;https://sok.riksarkivet.se/topografi/4867;Torsby;Tjällmo;Bobergs h:d;Östergötland;6505240,0575;524330,2346;58,6867;15,4197
32323;;;;Öhn;;bebyggelsenamn;D3;D3:171;https://sok.riksarkivet.se/bildvisning/R0000160_00122;4868;https://sok.riksarkivet.se/topografi/4868;Öna;Tjällmo;Bobergs h:d;Östergötland;6506900,3148;526198,4721;58,7015;15,4521
32324;;;;Bållekilz engien ;;ägonamn;D3;D3:171;https://sok.riksarkivet.se/bildvisning/R0000160_00122;4868;https://sok.riksarkivet.se/topografi/4868;Öna;Tjällmo;Bobergs h:d;Östergötland;6506900,3148;526198,4721;58,7015;15,4521
32325;;;;Öboo quarn;;naturnamn;D3;D3:171;https://sok.riksarkivet.se/bildvisning/R0000160_00122;4868;https://sok.riksarkivet.se/topografi/4868;Öna;Tjällmo;Bobergs h:d;Östergötland;6506900,3148;526198,4721;58,7015;15,4521
32326;;;i;Hälla strömmen;;naturnamn;D3;D3:171;https://sok.riksarkivet.se/bildvisning/R0000160_00122;4868;https://sok.riksarkivet.se/topografi/4868;Öna;Tjällmo;Bobergs h:d;Östergötland;6506900,3148;526198,4721;58,7015;15,4521
32327;;;;Quarn åhn;;naturnamn;D3;D3:171;https://sok.riksarkivet.se/bildvisning/R0000160_00122;4868;https://sok.riksarkivet.se/topografi/4868;Öna;Tjällmo;Bobergs h:d;Östergötland;6506900,3148;526198,4721;58,7015;15,4521
32328;;;;Giöll;;bebyggelsenamn;D3;D3:173;;4870;https://sok.riksarkivet.se/topografi/4870;Göl;Tjällmo;Bobergs h:d;Östergötland;6508290,3825;526610,0526;58,7139;15,4594
32329;;;i;Giölenn;;naturnamn;D3;D3:173;;4870;https://sok.riksarkivet.se/topografi/4870;Göl;Tjällmo;Bobergs h:d;Östergötland;6508290,3825;526610,0526;58,7139;15,4594
32330;;;;Mißunda;;bebyggelsenamn;D3;D3:173;;4869;https://sok.riksarkivet.se/topografi/4869;Missunna;Tjällmo;Bobergs h:d;Östergötland;6507943,1302;527724,2421;58,7107;15,4786
32331;;;;Smeß engienn;;ägonamn;D3;D3:173;;4869;https://sok.riksarkivet.se/topografi/4869;Missunna;Tjällmo;Bobergs h:d;Östergötland;6507943,1302;527724,2421;58,7107;15,4786
32332;;;;Halßmoßenn;;naturnamn, ägonamn;D3;D3:173;;4869;https://sok.riksarkivet.se/topografi/4869;Missunna;Tjällmo;Bobergs h:d;Östergötland;6507943,1302;527724,2421;58,7107;15,4786
32333;;;;Bagetorpz ;ägior;bebyggelsenamn;D3;D3:173;;;;;Tjällmo;Bråbo h:d;;;;;
32334;;;;Moßa;;bebyggelsenamn;D3;D3:174;https://sok.riksarkivet.se/bildvisning/R0000160_00124;4871;https://sok.riksarkivet.se/topografi/4871;Mossa;Tjällmo;Bobergs h:d;Östergötland;6508503,1248;524713,8243;58,716;15,4267
32335;;;;Hälla;;bebyggelsenamn;D3;D3:176;;4872;https://sok.riksarkivet.se/topografi/4872;Hälla;Tjällmo;Bobergs h:d;Östergötland;6507468,5741;526311,8675;58,7066;15,4541
32336;;;;Stoore åhnn;;naturnamn;D3;D3:176;;4872;https://sok.riksarkivet.se/topografi/4872;Hälla;Tjällmo;Bobergs h:d;Östergötland;6507468,5741;526311,8675;58,7066;15,4541
32337;;;;Empta;;bebyggelsenamn;D3;D3:176;;4873;https://sok.riksarkivet.se/topografi/4873;Ämta;Tjällmo;Bobergs h:d;Östergötland;6507442,5121;525748,5877;58,7064;15,4444
32338;;;;Håletorp;;bebyggelsenamn;D3;D3:177;https://sok.riksarkivet.se/bildvisning/R0000160_00126;4874;https://sok.riksarkivet.se/topografi/4874;Håltorp;Tjällmo;Bobergs h:d;Östergötland;6508899,7319;527585,3483;58,7193;15,4763
32339;;;;Hogra;;bebyggelsenamn;D3;D3:179;;4876;https://sok.riksarkivet.se/topografi/4876;Hågra;Tjällmo;Bobergs h:d;Östergötland;6509199,1113;525108,8132;58,7222;15,4336
32340;;;;Kiär;;bebyggelsenamn;D3;D3:179;;4875;https://sok.riksarkivet.se/topografi/4875;Kärr;Tjällmo;Bobergs h:d;Östergötland;6508896,144;524318,6172;58,7195;15,4199
32341;;;;Sualnäß;;bebyggelsenamn;D3;D3:180;https://sok.riksarkivet.se/bildvisning/R0000160_00128;4877;https://sok.riksarkivet.se/topografi/4877;Svalnäs;Tjällmo;Bobergs h:d;Östergötland;6510119,7803;524839,9196;58,7305;15,429
32342;;;;Baggetorp;;bebyggelsenamn;D3;D3:182;;4879;https://sok.riksarkivet.se/topografi/4879;Baggetorp;Tjällmo;Bobergs h:d;Östergötland;6508855,5863;526819,2154;58,719;15,463
32343;;;;Swalnäß ;ägior;bebyggelsenamn;D3;D3:182;;;;;Tjällmo;Bråbo h:d;;;;;
32344;;;;Gransta;;bebyggelsenamn;D3;D3:182;;4878;https://sok.riksarkivet.se/topografi/4878;Granstad;Tjällmo;Bobergs h:d;Östergötland;6509447,7493;523882,5325;58,7245;15,4124
32345;;;;Torp ;;bebyggelsenamn;D3;D3:183;https://sok.riksarkivet.se/bildvisning/R0000160_00130;4880;https://sok.riksarkivet.se/topografi/4880;Torp;Tjällmo;Bobergs h:d;Östergötland;6509591,8873;524760,1253;58,7257;15,4276
32346;;;;Åhnerffua;;bebyggelsenamn;D3;D3:185;;4882;https://sok.riksarkivet.se/topografi/4882;Ånärva;Tjällmo;Bobergs h:d;Östergötland;6511944,4389;525315,4168;58,7468;15,4374
32347;;;;Laalyckan;;ägonamn;D3;D3:185;;4882;https://sok.riksarkivet.se/topografi/4882;Ånärva;Tjällmo;Bobergs h:d;Östergötland;6511944,4389;525315,4168;58,7468;15,4374
32348;;;;Hagewich;;bebyggelsenamn;D3;D3:185;;4881;https://sok.riksarkivet.se/topografi/4881;Hagevik;Tjällmo;Bobergs h:d;Östergötland;6512047,8662;526085,7128;58,7477;15,4508
32349;;;;Biörnelychke engien;;ägonamn;D3;D3:185;;4881;https://sok.riksarkivet.se/topografi/4881;Hagevik;Tjällmo;Bobergs h:d;Östergötland;6512047,8662;526085,7128;58,7477;15,4508
32350;;;;Hagewickz ;ägior;bebyggelsenamn;D3;D3:185;;4881;https://sok.riksarkivet.se/topografi/4881;Hagevik;Tjällmo;Bobergs h:d;Östergötland;6512047,8662;526085,7128;58,7477;15,4508
32351;;;;Biörnäß;;bebyggelsenamn;D3;D3:186;https://sok.riksarkivet.se/bildvisning/R0000160_00132;4883;https://sok.riksarkivet.se/topografi/4883;Björnäs;Tjällmo;Bobergs h:d;Östergötland;6511351,0657;525033,2224;58,7415;15,4325
32352;;;;Rijßa;;bebyggelsenamn;D3;D3:188;;4884;https://sok.riksarkivet.se/topografi/4884;Risa;Tjällmo;Bobergs h:d;Östergötland;6509357,8421;522884,7273;58,7237;15,3952
32353;;;i;Whnsiön;;naturnamn;D3;D3:188;;4885;https://sok.riksarkivet.se/topografi/4885;Undstorp;Tjällmo;Bobergs h:d;Östergötland;6510413,866;523530,137;58,7332;15,4064
32354;;;;Vnstorp;;bebyggelsenamn;D3;D3:188;;4885;https://sok.riksarkivet.se/topografi/4885;Undstorp;Tjällmo;Bobergs h:d;Östergötland;6510413,866;523530,137;58,7332;15,4064
32355;;;;Vhnß ;ägior;bebyggelsenamn;D3;D3:188;;4885;https://sok.riksarkivet.se/topografi/4885;Undstorp;Tjällmo;Bobergs h:d;Östergötland;6510413,866;523530,137;58,7332;15,4064
32356;;;;Karßtorpa ;ägior;bebyggelsenamn;D3;D3:188;;4885;https://sok.riksarkivet.se/topografi/4885;Undstorp;Tjällmo;Bobergs h:d;Östergötland;6510413,866;523530,137;58,7332;15,4064
32357;;;;Wich;;bebyggelsenamn;D3;D3:189;https://sok.riksarkivet.se/bildvisning/R0000160_00134;4886;https://sok.riksarkivet.se/topografi/4886;Vik;Tjällmo;Bobergs h:d;Östergötland;6514790,3014;524104,4457;58,7725;15,4168
32358;;;;Hem engien;;ägonamn;D3;D3:189;https://sok.riksarkivet.se/bildvisning/R0000160_00134;4886;https://sok.riksarkivet.se/topografi/4886;Vik;Tjällmo;Bobergs h:d;Östergötland;6514790,3014;524104,4457;58,7725;15,4168
32359;;;;Marlången;;naturnamn;D3;D3:189;https://sok.riksarkivet.se/bildvisning/R0000160_00134;4886;https://sok.riksarkivet.se/topografi/4886;Vik;Tjällmo;Bobergs h:d;Östergötland;6514790,3014;524104,4457;58,7725;15,4168
32360;;;;Hämminghtorp;;bebyggelsenamn;D3;D3:19;https://sok.riksarkivet.se/bildvisning/R0000160_00020;3637;https://sok.riksarkivet.se/topografi/3637;Hemmingstorp;Risinge;Bråbo h:d;Östergötland;6504115,4551;542337,1148;58,6752;15,7301
32361;;;;Mållekierret ;;naturnamn, ägonamn;D3;D3:19;https://sok.riksarkivet.se/bildvisning/R0000160_00020;3637;https://sok.riksarkivet.se/topografi/3637;Hemmingstorp;Risinge;Bråbo h:d;Östergötland;6504115,4551;542337,1148;58,6752;15,7301
32362;;;;Meslensiön;;naturnamn;D3;D3:19;https://sok.riksarkivet.se/bildvisning/R0000160_00020;3637;https://sok.riksarkivet.se/topografi/3637;Hemmingstorp;Risinge;Bråbo h:d;Östergötland;6504115,4551;542337,1148;58,6752;15,7301
32363;;;;Whn;;bebyggelsenamn;D3;D3:191;;4888;https://sok.riksarkivet.se/topografi/4888;Und;Tjällmo;Bobergs h:d;Östergötland;6510266,8554;522448,1332;58,7319;15,3877
32364;;;;Ansebo;;bebyggelsenamn;D3;D3:191;;4887;https://sok.riksarkivet.se/topografi/4887;Ansebo;Tjällmo;Bobergs h:d;Östergötland;6516055,2789;523962,6886;58,7838;15,4145
32365;;;;Tompt engien;;ägonamn;D3;D3:191;;4887;https://sok.riksarkivet.se/topografi/4887;Ansebo;Tjällmo;Bobergs h:d;Östergötland;6516055,2789;523962,6886;58,7838;15,4145
32366;;;;Vnßtorpz ;ägior;bebyggelsenamn;D3;D3:191;;4887;https://sok.riksarkivet.se/topografi/4887;Ansebo;Tjällmo;Bobergs h:d;Östergötland;6516055,2789;523962,6886;58,7838;15,4145
32367;;;;Vgleboll;;bebyggelsenamn;D3;D3:192;https://sok.riksarkivet.se/bildvisning/R0000160_00136;4889;https://sok.riksarkivet.se/topografi/4889;Ugglebol;Tjällmo;Bobergs h:d;Östergötland;6510934,3013;523014,1319;58,7379;15,3976
32368;;;i;Vhnsiön;;naturnamn;D3;D3:192;https://sok.riksarkivet.se/bildvisning/R0000160_00136;4889;https://sok.riksarkivet.se/topografi/4889;Ugglebol;Tjällmo;Bobergs h:d;Östergötland;6510934,3013;523014,1319;58,7379;15,3976
32369;;;;Grythebech;;bebyggelsenamn;D3;D3:194;;4891;https://sok.riksarkivet.se/topografi/4891;Grytebäck;Tjällmo;Bobergs h:d;Östergötland;6512038,632;523888,6115;58,7478;15,4128
32370;;;;Tyla;;bebyggelsenamn;D3;D3:194;;4890;https://sok.riksarkivet.se/topografi/4890;Tyle;Tjällmo;Bobergs h:d;Östergötland;6516329,0847;522516,1639;58,7864;15,3895
32371;;;;Gåße engien;;ägonamn;D3;D3:194;;4890;https://sok.riksarkivet.se/topografi/4890;Tyle;Tjällmo;Bobergs h:d;Östergötland;6516329,0847;522516,1639;58,7864;15,3895
32372;;;i;Skinnarebo bechken;;naturnamn;D3;D3:194;;4890;https://sok.riksarkivet.se/topografi/4890;Tyle;Tjällmo;Bobergs h:d;Östergötland;6516329,0847;522516,1639;58,7864;15,3895
32373;;;;Marlingztorp;;bebyggelsenamn;D3;D3:195;;4892;https://sok.riksarkivet.se/topografi/4892;Marlingstorp;Tjällmo;Bobergs h:d;Östergötland;6513954,6373;523301,6251;58,765;15,4028
32374;;;i;Marlångenn;;naturnamn;D3;D3:195;;4892;https://sok.riksarkivet.se/topografi/4892;Marlingstorp;Tjällmo;Bobergs h:d;Östergötland;6513954,6373;523301,6251;58,765;15,4028
32375;;;;Engienn;;bebyggelsenamn;D3;D3:195;;4893;https://sok.riksarkivet.se/topografi/4893;Änga;Tjällmo;Bobergs h:d;Östergötland;6517285,9936;522753,8225;58,7949;15,3937
32376;;;;Vpsala;;bebyggelsenamn;D3;D3:197;;4612;https://sok.riksarkivet.se/topografi/4612;Uppsala;Godegård;Bråbo h:d;Östergötland;6508043,5521;509478,8668;58,7124;15,1636
32377;;;;Littzengh;;bebyggelsenamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
32378;;;;Munckekierret;;naturnamn, ägonamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
